,comment,good,bad
0,메데프리떡상이다끼발,2,0
1,와 언니들 행복해야해,1,0
2,와 이제 프시케랑 메데이아가 사귀는 거죠?,2,0
3,이제 우리 메디랑 헬리오랑 행복해지자~,0,1
4,아아 메데이아 진심으로 프시케를 사랑하는구나.. 둘이 결혼해,2,0
5,재밌다..,0,0
6,메데이아 개머시써,0,0
7,메데이아 다 컸네,0,0
8,하.. 오늘자 메데이아랑 프시케 막컷 서로 너무 이쁘게 웃는거 진짜 개 발린다,1,0
9,언니 헬리오도 한번만..,0,3
10,ㄱ아로스 정말 ㄱ같았고 다시는 행복하지 말렴!!!,0,0
11,마지막 헬리오가 만들어준 장갑..,0,0
12,메디가 이렇게 환하고 행복하게 웃는게 얼마만이냐...,0,0
13,나 울어 ㅜㅜㅠ,0,0
14,언포터블 버전으로 애니 만들러 ㄱㄱ씽,0,0
